"","Day","Weekday","District","DistrictNumber","Mem","Abs","AttendancePercent","AbsentPercent","County","TEA_Description","NCES_Description","MetroStatus","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","PRCP","TMAX","TMIN"
"619",2020-09-04,"Friday","KATY ISD","101914",103125,3388,96.71,3.29,"Harris","Major Suburban","Suburb-Large","Metro",110571,0.927388069919211,658789,0.836954575162907,0.12,95,80
"620",2020-09-08,"Tuesday","KATY ISD","101914",103215,3721,96.39,3.61,"Harris","Major Suburban","Suburb-Large","Metro",112787,2.00414213491784,670427,1.7665747303006,0.02,90,77
"621",2020-09-09,"Wednesday","KATY ISD","101914",103299,3227,96.88,3.12,"Harris","Major Suburban","Suburb-Large","Metro",113515,0.645464459556511,675149,0.704327242190428,0,93,80
"622",2020-09-10,"Thursday","KATY ISD","101914",103381,3114,96.99,3.01,"Harris","Major Suburban","Suburb-Large","Metro",114258,0.65453904770294,677888,0.405688225858292,0.36,94,75
"623",2020-09-11,"Friday","KATY ISD","101914",103445,3659,96.46,3.54,"Harris","Major Suburban","Suburb-Large","Metro",115518,1.10276742109963,683295,0.79762438632931,0,93,73
"624",2020-09-14,"Monday","KATY ISD","101914",103503,3460,96.66,3.34,"Harris","Major Suburban","Suburb-Large","Metro",118332,2.43598400249312,694547,1.64672652368303,0,94,79
"625",2020-09-15,"Tuesday","KATY ISD","101914",103562,3343,96.77,3.23,"Harris","Major Suburban","Suburb-Large","Metro",121102,2.34087144643884,701509,1.00237996852626,0,97,79
"626",2020-09-16,"Wednesday","KATY ISD","101914",103617,3209,96.9,3.1,"Harris","Major Suburban","Suburb-Large","Metro",121537,0.359201334412318,706034,0.645038053681413,0,96,80
"627",2020-09-17,"Thursday","KATY ISD","101914",103671,3509,96.61,3.39,"Harris","Major Suburban","Suburb-Large","Metro",122397,0.707603445864224,710423,0.62164145069501,0,92,79
"628",2020-09-18,"Friday","KATY ISD","101914",103663,4011,96.13,3.87,"Harris","Major Suburban","Suburb-Large","Metro",123216,0.669134047403119,713652,0.45451794212743,0,92,77
"629",2020-09-21,"Monday","KATY ISD","101914",103698,4348,95.81,4.19,"Harris","Major Suburban","Suburb-Large","Metro",138723,12.5852162056876,744736,4.35562430988774,3.82,78,71
"630",2020-09-22,"Tuesday","KATY ISD","101914",103748,5867,94.34,5.66,"Harris","Major Suburban","Suburb-Large","Metro",139253,0.382056328078262,749069,0.581816912301814,7.32,82,74
"631",2020-09-23,"Wednesday","KATY ISD","101914",103798,3638,96.49,3.51,"Harris","Major Suburban","Suburb-Large","Metro",139799,0.392092091373253,753551,0.59834274279138,0.12,81,72
"632",2020-09-24,"Thursday","KATY ISD","101914",103801,3778,96.36,3.64,"Harris","Major Suburban","Suburb-Large","Metro",140464,0.475682944799316,758379,0.640699833189795,0,76,69
"633",2020-09-28,"Monday","KATY ISD","101914",103741,4218,95.93,4.07,"Harris","Major Suburban","Suburb-Large","Metro",142500,1.44948171773551,773679,2.01746092652881,0.02,80,69
"634",2020-09-29,"Tuesday","KATY ISD","101914",103768,3928,96.21,3.79,"Harris","Major Suburban","Suburb-Large","Metro",143109,0.427368421052621,780543,0.887189648420073,0,83,58
"635",2020-09-30,"Wednesday","KATY ISD","101914",103891,3705,96.43,3.57,"Harris","Major Suburban","Suburb-Large","Metro",143480,0.259242954670924,784027,0.446355934266274,0,86,59
"636",2020-10-01,"Thursday","KATY ISD","101914",103928,3710,96.43,3.57,"Harris","Major Suburban","Suburb-Large","Metro",144329,0.591720100362414,788066,0.515160829920402,0,90,61
"637",2020-10-02,"Friday","KATY ISD","101914",103944,4324,95.84,4.16,"Harris","Major Suburban","Suburb-Large","Metro",147034,1.87419021818207,793962,0.74816068704906,0,84,63
"638",2020-10-05,"Monday","KATY ISD","101914",104014,4140,96.02,3.98,"Harris","Major Suburban","Suburb-Large","Metro",149069,1.38403362487587,806535,1.58357704776804,0,84,68
"639",2020-10-06,"Tuesday","KATY ISD","101914",104044,3820,96.33,3.67,"Harris","Major Suburban","Suburb-Large","Metro",149604,0.358894203355486,811191,0.577284308802462,0,87,66
"640",2020-10-07,"Wednesday","KATY ISD","101914",104033,3486,96.65,3.35,"Harris","Major Suburban","Suburb-Large","Metro",150229,0.417769578353511,817166,0.736571288389531,0,89,64
"641",2020-10-08,"Thursday","KATY ISD","101914",104077,3581,96.56,3.44,"Harris","Major Suburban","Suburb-Large","Metro",150607,0.251615866443888,821732,0.558760398743963,0,84,75
"642",2020-10-09,"Friday","KATY ISD","101914",104061,4288,95.88,4.12,"Harris","Major Suburban","Suburb-Large","Metro",151012,0.268911803568228,826241,0.54871904708591,0.34,80,73
"643",2020-10-13,"Tuesday","KATY ISD","101914",104076,3631,96.51,3.49,"Harris","Major Suburban","Suburb-Large","Metro",152734,1.14030673059096,842316,1.94555825721552,0,89,72
"644",2020-10-14,"Wednesday","KATY ISD","101914",104105,3830,96.32,3.68,"Harris","Major Suburban","Suburb-Large","Metro",153480,0.488430866735623,848168,0.694751138527594,0,89,69
"645",2020-10-15,"Thursday","KATY ISD","101914",104155,3652,96.49,3.51,"Harris","Major Suburban","Suburb-Large","Metro",153840,0.234558248631744,853977,0.684887899567066,0.43,93,71
"646",2020-10-16,"Friday","KATY ISD","101914",104147,4416,95.76,4.24,"Harris","Major Suburban","Suburb-Large","Metro",154435,0.386765470618822,859567,0.654584374052236,0.12,77,57
"647",2020-10-19,"Monday","KATY ISD","101914",104229,3955,96.2,3.8,"Harris","Major Suburban","Suburb-Large","Metro",155635,0.777025933240516,874080,1.68840823344778,0,87,75
"648",2020-10-20,"Tuesday","KATY ISD","101914",104276,3596,96.55,3.45,"Harris","Major Suburban","Suburb-Large","Metro",156065,0.27628746747197,879949,0.671448837634991,0,87,72
"649",2020-10-21,"Wednesday","KATY ISD","101914",104305,3522,96.62,3.38,"Harris","Major Suburban","Suburb-Large","Metro",156911,0.542081824880669,886421,0.735497170858768,0,87,73
"650",2020-10-22,"Thursday","KATY ISD","101914",104350,3668,96.48,3.52,"Harris","Major Suburban","Suburb-Large","Metro",157622,0.453123108003894,891714,0.597120329956091,0,88,74
"651",2020-10-23,"Friday","KATY ISD","101914",104346,4389,95.79,4.21,"Harris","Major Suburban","Suburb-Large","Metro",158272,0.412378982629336,899390,0.860814117530961,0.02,91,60
"652",2020-10-26,"Monday","KATY ISD","101914",104354,4508,95.68,4.32,"Harris","Major Suburban","Suburb-Large","Metro",160158,1.19161949049738,917240,1.9846785043196,0,83,72
"653",2020-10-27,"Tuesday","KATY ISD","101914",104347,3979,96.19,3.81,"Harris","Major Suburban","Suburb-Large","Metro",160503,0.21541228037314,924475,0.788779381623139,0.06,77,63
"654",2020-10-28,"Wednesday","KATY ISD","101914",104354,3982,96.18,3.82,"Harris","Major Suburban","Suburb-Large","Metro",161419,0.570705843504493,932245,0.840477027502096,0.16,63,47
"655",2020-10-29,"Thursday","KATY ISD","101914",104351,3928,96.23,3.77,"Harris","Major Suburban","Suburb-Large","Metro",161872,0.280636108512633,939355,0.762675047868311,0,67,46
"656",2020-10-30,"Friday","KATY ISD","101914",104368,4892,95.31,4.69,"Harris","Major Suburban","Suburb-Large","Metro",162501,0.388578630028658,946023,0.709848779215516,0,70,50
"657",2020-11-02,"Monday","KATY ISD","101914",104405,4352,95.83,4.17,"Harris","Major Suburban","Suburb-Large","Metro",164184,1.03568593424042,965780,2.08842702555858,0,74,49
"658",2020-11-03,"Tuesday","KATY ISD","101914",104443,4288,95.89,4.11,"Harris","Major Suburban","Suburb-Large","Metro",164743,0.340471665935782,974292,0.881360144132204,0,77,50
"659",2020-11-04,"Wednesday","KATY ISD","101914",104475,4268,95.91,4.09,"Harris","Major Suburban","Suburb-Large","Metro",165350,0.368452680842291,984919,1.09074076354934,0,80,51
"660",2020-11-05,"Thursday","KATY ISD","101914",104489,4308,95.88,4.12,"Harris","Major Suburban","Suburb-Large","Metro",166163,0.491684306017537,993894,0.911242447348459,0,80,63
"661",2020-11-09,"Monday","KATY ISD","101914",104526,4604,95.59,4.41,"Harris","Major Suburban","Suburb-Large","Metro",168883,1.63694685339095,1026570,3.28767454074579,0,84,71
"662",2020-11-10,"Tuesday","KATY ISD","101914",104558,4139,96.04,3.96,"Harris","Major Suburban","Suburb-Large","Metro",169699,0.483174742277193,1038214,1.13426264161236,0.17,87,72
"663",2020-11-11,"Wednesday","KATY ISD","101914",104587,4086,96.09,3.91,"Harris","Major Suburban","Suburb-Large","Metro",171794,1.23453880105362,1051071,1.23837667378788,0,85,67
"664",2020-11-12,"Thursday","KATY ISD","101914",104604,4223,95.96,4.04,"Harris","Major Suburban","Suburb-Large","Metro",172880,0.632152461669211,1060798,0.925437006634189,0,85,64
"665",2020-11-13,"Friday","KATY ISD","101914",104613,5171,95.06,4.94,"Harris","Major Suburban","Suburb-Large","Metro",173730,0.491670522906063,1073382,1.18627674637395,0,78,70
"666",2020-11-16,"Monday","KATY ISD","101914",104630,4828,95.38,4.62,"Harris","Major Suburban","Suburb-Large","Metro",176384,1.52765785989755,1101781,2.64574960265778,0,73,49
"667",2020-11-17,"Tuesday","KATY ISD","101914",104658,4478,95.72,4.28,"Harris","Major Suburban","Suburb-Large","Metro",176931,0.310118831640049,1112681,0.98930731243323,0,76,48
"668",2020-11-18,"Wednesday","KATY ISD","101914",104684,4362,95.83,4.17,"Harris","Major Suburban","Suburb-Large","Metro",178443,0.854570425759205,1125906,1.18857066850246,0,75,52
"669",2020-11-19,"Thursday","KATY ISD","101914",104696,4581,95.62,4.38,"Harris","Major Suburban","Suburb-Large","Metro",179797,0.758785718688881,1139695,1.22470259506566,0,78,57
"670",2020-11-20,"Friday","KATY ISD","101914",104685,6772,93.53,6.47,"Harris","Major Suburban","Suburb-Large","Metro",180903,0.615138183618202,1153399,1.20242696510908,0,81,65
"671",2020-11-30,"Monday","KATY ISD","101914",104651,5253,94.98,5.02,"Harris","Major Suburban","Suburb-Large","Metro",192556,6.44157366102276,1262145,9.42830711661793,0,58,39
"672",2020-12-01,"Tuesday","KATY ISD","101914",104673,4453,95.74,4.26,"Harris","Major Suburban","Suburb-Large","Metro",193179,0.323542242256791,1275499,1.05804008255788,0,65,32
"673",2020-12-02,"Wednesday","KATY ISD","101914",104692,625,99.4,0.6,"Harris","Major Suburban","Suburb-Large","Metro",194152,0.503677936007541,1294064,1.45550878518916,0.99,68,55
