"","Day","Weekday","District","DistrictNumber","Mem","Abs","AttendancePercent","AbsentPercent","County","TEA_Description","NCES_Description","MetroStatus","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","PRCP","TMAX","TMIN"
"324",2020-09-11,"Friday","KLEIN ISD","101915",53882,1031,98.09,1.91,"Harris","Major Suburban","Suburb-Large","Metro",115518,1.10276742109963,683295,0.79762438632931,0,93,73
"325",2020-09-14,"Monday","KLEIN ISD","101915",54049,1112,97.94,2.06,"Harris","Major Suburban","Suburb-Large","Metro",118332,2.43598400249312,694547,1.64672652368303,0,94,79
"326",2020-09-15,"Tuesday","KLEIN ISD","101915",54132,1084,98,2,"Harris","Major Suburban","Suburb-Large","Metro",121102,2.34087144643884,701509,1.00237996852626,0,97,79
"327",2020-09-16,"Wednesday","KLEIN ISD","101915",54186,1064,98.04,1.96,"Harris","Major Suburban","Suburb-Large","Metro",121537,0.359201334412318,706034,0.645038053681413,0,96,80
"328",2020-09-17,"Thursday","KLEIN ISD","101915",54219,1138,97.9,2.1,"Harris","Major Suburban","Suburb-Large","Metro",122397,0.707603445864224,710423,0.62164145069501,0,92,79
"329",2020-09-18,"Friday","KLEIN ISD","101915",54245,1447,97.33,2.67,"Harris","Major Suburban","Suburb-Large","Metro",123216,0.669134047403119,713652,0.45451794212743,0,92,77
"330",2020-09-21,"Monday","KLEIN ISD","101915",54287,1642,96.97,3.03,"Harris","Major Suburban","Suburb-Large","Metro",138723,12.5852162056876,744736,4.35562430988774,3.82,78,71
"331",2020-09-22,"Tuesday","KLEIN ISD","101915",54280,3311,93.9,6.1,"Harris","Major Suburban","Suburb-Large","Metro",139253,0.382056328078262,749069,0.581816912301814,7.32,82,74
"332",2020-09-23,"Wednesday","KLEIN ISD","101915",54313,1530,97.18,2.82,"Harris","Major Suburban","Suburb-Large","Metro",139799,0.392092091373253,753551,0.59834274279138,0.12,81,72
"333",2020-09-24,"Thursday","KLEIN ISD","101915",54341,1214,97.77,2.23,"Harris","Major Suburban","Suburb-Large","Metro",140464,0.475682944799316,758379,0.640699833189795,0,76,69
"334",2020-09-25,"Friday","KLEIN ISD","101915",54341,1505,97.23,2.77,"Harris","Major Suburban","Suburb-Large","Metro",141318,0.607984964118913,761644,0.430523524517423,0,85,71
"335",2020-09-28,"Monday","KLEIN ISD","101915",54371,1519,97.21,2.79,"Harris","Major Suburban","Suburb-Large","Metro",142500,0.836411497473777,773679,1.58013455105011,0.02,80,69
"336",2020-09-29,"Tuesday","KLEIN ISD","101915",54382,1274,97.66,2.34,"Harris","Major Suburban","Suburb-Large","Metro",143109,0.427368421052621,780543,0.887189648420073,0,83,58
"337",2020-09-30,"Wednesday","KLEIN ISD","101915",54386,1174,97.84,2.16,"Harris","Major Suburban","Suburb-Large","Metro",143480,0.259242954670924,784027,0.446355934266274,0,86,59
"338",2020-10-01,"Thursday","KLEIN ISD","101915",54396,1293,97.62,2.38,"Harris","Major Suburban","Suburb-Large","Metro",144329,0.591720100362414,788066,0.515160829920402,0,90,61
"339",2020-10-02,"Friday","KLEIN ISD","101915",54402,1567,97.12,2.88,"Harris","Major Suburban","Suburb-Large","Metro",147034,1.87419021818207,793962,0.74816068704906,0,84,63
"340",2020-10-05,"Monday","KLEIN ISD","101915",54425,1522,97.2,2.8,"Harris","Major Suburban","Suburb-Large","Metro",149069,1.38403362487587,806535,1.58357704776804,0,84,68
"341",2020-10-06,"Tuesday","KLEIN ISD","101915",54446,1292,97.63,2.37,"Harris","Major Suburban","Suburb-Large","Metro",149604,0.358894203355486,811191,0.577284308802462,0,87,66
"342",2020-10-07,"Wednesday","KLEIN ISD","101915",54446,1314,97.59,2.41,"Harris","Major Suburban","Suburb-Large","Metro",150229,0.417769578353511,817166,0.736571288389531,0,89,64
"343",2020-10-08,"Thursday","KLEIN ISD","101915",54428,1562,97.13,2.87,"Harris","Major Suburban","Suburb-Large","Metro",150607,0.251615866443888,821732,0.558760398743963,0,84,75
"344",2020-10-13,"Tuesday","KLEIN ISD","101915",54431,1500,97.24,2.76,"Harris","Major Suburban","Suburb-Large","Metro",152734,1.41228495355461,842316,2.50495295303093,0,89,72
"345",2020-10-14,"Wednesday","KLEIN ISD","101915",54460,1311,97.59,2.41,"Harris","Major Suburban","Suburb-Large","Metro",153480,0.488430866735623,848168,0.694751138527594,0,89,69
"346",2020-10-15,"Thursday","KLEIN ISD","101915",54456,1296,97.62,2.38,"Harris","Major Suburban","Suburb-Large","Metro",153840,0.234558248631744,853977,0.684887899567066,0.43,93,71
"347",2020-10-16,"Friday","KLEIN ISD","101915",54474,1674,96.93,3.07,"Harris","Major Suburban","Suburb-Large","Metro",154435,0.386765470618822,859567,0.654584374052236,0.12,77,57
"348",2020-10-19,"Monday","KLEIN ISD","101915",54474,1562,97.13,2.87,"Harris","Major Suburban","Suburb-Large","Metro",155635,0.777025933240516,874080,1.68840823344778,0,87,75
"349",2020-10-20,"Tuesday","KLEIN ISD","101915",54515,1336,97.55,2.45,"Harris","Major Suburban","Suburb-Large","Metro",156065,0.27628746747197,879949,0.671448837634991,0,87,72
"350",2020-10-21,"Wednesday","KLEIN ISD","101915",54519,1252,97.7,2.3,"Harris","Major Suburban","Suburb-Large","Metro",156911,0.542081824880669,886421,0.735497170858768,0,87,73
"351",2020-10-22,"Thursday","KLEIN ISD","101915",54522,1264,97.68,2.32,"Harris","Major Suburban","Suburb-Large","Metro",157622,0.453123108003894,891714,0.597120329956091,0,88,74
"352",2020-10-23,"Friday","KLEIN ISD","101915",54512,1711,96.86,3.14,"Harris","Major Suburban","Suburb-Large","Metro",158272,0.412378982629336,899390,0.860814117530961,0.02,91,60
"353",2020-10-26,"Monday","KLEIN ISD","101915",54531,1583,97.1,2.9,"Harris","Major Suburban","Suburb-Large","Metro",160158,1.19161949049738,917240,1.9846785043196,0,83,72
"354",2020-10-27,"Tuesday","KLEIN ISD","101915",54537,1261,97.69,2.31,"Harris","Major Suburban","Suburb-Large","Metro",160503,0.21541228037314,924475,0.788779381623139,0.06,77,63
"355",2020-10-28,"Wednesday","KLEIN ISD","101915",54542,1275,97.66,2.34,"Harris","Major Suburban","Suburb-Large","Metro",161419,0.570705843504493,932245,0.840477027502096,0.16,63,47
"356",2020-10-29,"Thursday","KLEIN ISD","101915",54549,1272,97.67,2.33,"Harris","Major Suburban","Suburb-Large","Metro",161872,0.280636108512633,939355,0.762675047868311,0,67,46
"357",2020-10-30,"Friday","KLEIN ISD","101915",54546,1586,97.09,2.91,"Harris","Major Suburban","Suburb-Large","Metro",162501,0.388578630028658,946023,0.709848779215516,0,70,50
"358",2020-11-02,"Monday","KLEIN ISD","101915",54520,1673,96.93,3.07,"Harris","Major Suburban","Suburb-Large","Metro",164184,1.03568593424042,965780,2.08842702555858,0,74,49
"359",2020-11-04,"Wednesday","KLEIN ISD","101915",54516,1385,97.46,2.54,"Harris","Major Suburban","Suburb-Large","Metro",165350,0.7101788237587,984919,1.98171426204725,0,80,51
"360",2020-11-05,"Thursday","KLEIN ISD","101915",54514,1331,97.56,2.44,"Harris","Major Suburban","Suburb-Large","Metro",166163,0.491684306017537,993894,0.911242447348459,0,80,63
"361",2020-11-06,"Friday","KLEIN ISD","101915",54511,1683,96.91,3.09,"Harris","Major Suburban","Suburb-Large","Metro",166891,0.43812401076051,1003908,1.00755211320323,0,80,59
"362",2020-11-09,"Monday","KLEIN ISD","101915",54509,1719,96.85,3.15,"Harris","Major Suburban","Suburb-Large","Metro",168883,1.19359342325229,1026570,2.25737816612677,0,84,71
"363",2020-11-10,"Tuesday","KLEIN ISD","101915",54529,1510,97.23,2.77,"Harris","Major Suburban","Suburb-Large","Metro",169699,0.483174742277193,1038214,1.13426264161236,0.17,87,72
"364",2020-11-11,"Wednesday","KLEIN ISD","101915",54541,1493,97.26,2.74,"Harris","Major Suburban","Suburb-Large","Metro",171794,1.23453880105362,1051071,1.23837667378788,0,85,67
"365",2020-11-12,"Thursday","KLEIN ISD","101915",54547,1536,97.18,2.82,"Harris","Major Suburban","Suburb-Large","Metro",172880,0.632152461669211,1060798,0.925437006634189,0,85,64
"366",2020-11-13,"Friday","KLEIN ISD","101915",54548,2007,96.32,3.68,"Harris","Major Suburban","Suburb-Large","Metro",173730,0.491670522906063,1073382,1.18627674637395,0,78,70
"367",2020-08-10,"Monday","GARLAND ISD","057909",53265,7776,85.4,14.6,"Dallas","Major Suburban","Suburb-Large","Metro",60941,NA,517182,NA,0,98,78
"368",2020-08-11,"Tuesday","GARLAND ISD","057909",53428,6197,88.4,11.6,"Dallas","Major Suburban","Suburb-Large","Metro",61299,0.587453438571739,524898,1.49193127371021,0,98,79
"369",2020-08-12,"Wednesday","GARLAND ISD","057909",53526,5352,90,10,"Dallas","Major Suburban","Suburb-Large","Metro",61648,0.569340446010536,531825,1.3196849673651,0,102,81
"370",2020-08-13,"Thursday","GARLAND ISD","057909",53545,4711,91.2,8.8,"Dallas","Major Suburban","Suburb-Large","Metro",62434,1.27498053464832,538805,1.31246180604523,0,101,81
"371",2020-08-14,"Friday","GARLAND ISD","057909",53550,4658,91.3,8.7,"Dallas","Major Suburban","Suburb-Large","Metro",63366,1.49277637184868,547670,1.64530767160662,0,103,82
"372",2020-08-17,"Monday","GARLAND ISD","057909",53500,4922,90.8,9.2,"Dallas","Major Suburban","Suburb-Large","Metro",71421,12.7118644067797,569058,3.90527142257198,0,91,73
"373",2020-08-18,"Tuesday","GARLAND ISD","057909",53449,4382,91.8,8.2,"Dallas","Major Suburban","Suburb-Large","Metro",72230,1.13272006832725,577220,1.43430019435629,0,96,75
"374",2020-08-19,"Wednesday","GARLAND ISD","057909",53373,3949,92.6,7.4,"Dallas","Major Suburban","Suburb-Large","Metro",72664,0.600858369098711,582623,0.93603825231281,0,93,67
"375",2020-08-20,"Thursday","GARLAND ISD","057909",53279,4049,92.4,7.6,"Dallas","Major Suburban","Suburb-Large","Metro",73070,0.558736100407353,587900,0.905731493607353,0,93,68
"376",2020-08-21,"Friday","GARLAND ISD","057909",53299,4423,91.7,8.3,"Dallas","Major Suburban","Suburb-Large","Metro",73833,1.04420418776516,593405,0.936383738731084,0,94,68
"377",2020-08-24,"Monday","GARLAND ISD","057909",53262,4207,92.1,7.9,"Dallas","Major Suburban","Suburb-Large","Metro",75517,2.28082293825254,607621,2.39566569206529,0,97,73
"378",2020-08-25,"Tuesday","GARLAND ISD","057909",53246,4206,92.1,7.9,"Dallas","Major Suburban","Suburb-Large","Metro",75930,0.546896725240664,613707,1.00161120171949,0,97,73
"379",2020-08-26,"Wednesday","GARLAND ISD","057909",53259,3994,92.5,7.5,"Dallas","Major Suburban","Suburb-Large","Metro",76569,0.841564598972733,619836,0.998685040255376,0.37,94,74
"380",2020-08-27,"Thursday","GARLAND ISD","057909",53268,4048,92.4,7.6,"Dallas","Major Suburban","Suburb-Large","Metro",76723,0.201125781974421,623647,0.614840054466015,0.16,94,72
"381",2020-08-28,"Friday","GARLAND ISD","057909",53288,4316,91.9,8.1,"Dallas","Major Suburban","Suburb-Large","Metro",77025,0.39362381554422,628492,0.776881793707007,0,104,75
"382",2020-08-31,"Monday","GARLAND ISD","057909",53269,4048,92.4,7.6,"Dallas","Major Suburban","Suburb-Large","Metro",78806,2.31223628691983,640317,1.88148775163408,0,99,81
"383",2020-09-01,"Tuesday","GARLAND ISD","057909",53229,3992,92.5,7.5,"Dallas","Major Suburban","Suburb-Large","Metro",79531,0.91998071212851,645534,0.814752692806842,0.93,93,72
"384",2020-09-02,"Wednesday","GARLAND ISD","057909",53135,4144,92.2,7.8,"Dallas","Major Suburban","Suburb-Large","Metro",79914,0.48157322301996,649844,0.667664290339465,0.51,78,71
"385",2020-09-03,"Thursday","GARLAND ISD","057909",53147,4039,92.4,7.6,"Dallas","Major Suburban","Suburb-Large","Metro",79969,0.0688239857847162,653321,0.535051489280503,0.13,81,72
"386",2020-09-04,"Friday","GARLAND ISD","057909",53156,4784,91,9,"Dallas","Major Suburban","Suburb-Large","Metro",80446,0.596481136440374,658789,0.836954575162907,0,86,72
"387",2020-09-08,"Tuesday","GARLAND ISD","057909",53181,3722,93,7,"Dallas","Major Suburban","Suburb-Large","Metro",81763,1.63712303905725,670427,1.7665747303006,0,91,75
"388",2020-09-09,"Wednesday","GARLAND ISD","057909",53184,3510,93.4,6.6,"Dallas","Major Suburban","Suburb-Large","Metro",82199,0.533248535401087,675149,0.704327242190428,1.33,85,58
"389",2020-09-10,"Thursday","GARLAND ISD","057909",53205,3511,93.4,6.6,"Dallas","Major Suburban","Suburb-Large","Metro",82472,0.332120828720539,677888,0.405688225858292,0.49,69,56
"390",2020-09-11,"Friday","GARLAND ISD","057909",53218,3778,92.9,7.1,"Dallas","Major Suburban","Suburb-Large","Metro",82853,0.461974973324275,683295,0.79762438632931,0,80,64
"391",2020-09-14,"Monday","GARLAND ISD","057909",53233,3619,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",83887,1.24799343415447,694547,1.64672652368303,0,89,70
"392",2020-09-15,"Tuesday","GARLAND ISD","057909",53236,3566,93.3,6.7,"Dallas","Major Suburban","Suburb-Large","Metro",84121,0.278946678269576,701509,1.00237996852626,0,90,75
"393",2020-09-16,"Wednesday","GARLAND ISD","057909",53242,3513,93.4,6.6,"Dallas","Major Suburban","Suburb-Large","Metro",84453,0.394669583100526,706034,0.645038053681413,0,87,71
"394",2020-09-17,"Thursday","GARLAND ISD","057909",53254,3141,94.1,5.9,"Dallas","Major Suburban","Suburb-Large","Metro",84927,0.561258925082586,710423,0.62164145069501,0.24,89,71
"395",2020-09-18,"Friday","GARLAND ISD","057909",53237,3833,92.8,7.2,"Dallas","Major Suburban","Suburb-Large","Metro",85445,0.609935591743493,713652,0.45451794212743,0,86,65
"396",2020-09-21,"Monday","GARLAND ISD","057909",53258,3728,93,7,"Dallas","Major Suburban","Suburb-Large","Metro",86855,1.6501843291006,744736,4.35562430988774,0.18,74,66
"397",2020-09-22,"Tuesday","GARLAND ISD","057909",53262,3621,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",87016,0.185366415289856,749069,0.581816912301814,0.37,71,66
"398",2020-09-23,"Wednesday","GARLAND ISD","057909",53269,3515,93.4,6.6,"Dallas","Major Suburban","Suburb-Large","Metro",87440,0.487266709570644,753551,0.59834274279138,0.01,73,64
"399",2020-09-24,"Thursday","GARLAND ISD","057909",53274,3622,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",88175,0.840576395242443,758379,0.640699833189795,0,77,61
"400",2020-09-25,"Friday","GARLAND ISD","057909",53015,3976,92.5,7.5,"Dallas","Major Suburban","Suburb-Large","Metro",88210,0.0396937907570116,761644,0.430523524517423,0,83,60
"401",2020-09-28,"Monday","GARLAND ISD","057909",53014,3923,92.6,7.4,"Dallas","Major Suburban","Suburb-Large","Metro",90366,2.44416732796735,773679,1.58013455105011,0,79,58
"402",2020-09-29,"Tuesday","GARLAND ISD","057909",53009,3604,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",91200,0.922913485160337,780543,0.887189648420073,0,82,55
"403",2020-09-30,"Wednesday","GARLAND ISD","057909",53010,3498,93.4,6.6,"Dallas","Major Suburban","Suburb-Large","Metro",91520,0.350877192982457,784027,0.446355934266274,0,91,63
"404",2020-10-01,"Thursday","GARLAND ISD","057909",53009,3604,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",91554,0.03715034965035,788066,0.515160829920402,0,82,58
"405",2020-10-02,"Friday","GARLAND ISD","057909",53003,3816,92.8,7.2,"Dallas","Major Suburban","Suburb-Large","Metro",91581,0.0294907923192866,793962,0.74816068704906,0,77,54
"406",2020-10-12,"Monday","GARLAND ISD","057909",53014,3817,92.8,7.2,"Dallas","Major Suburban","Suburb-Large","Metro",96495,5.36574180233891,836807,5.3963539816767,0,82,55
"407",2020-10-13,"Tuesday","GARLAND ISD","057909",53021,3234,93.9,6.1,"Dallas","Major Suburban","Suburb-Large","Metro",97162,0.691227524742222,842316,0.658335793080123,0,83,50
"408",2020-10-14,"Wednesday","GARLAND ISD","057909",53024,1590,97,3,"Dallas","Major Suburban","Suburb-Large","Metro",97716,0.57018175830057,848168,0.694751138527594,0,92,58
"409",2020-10-15,"Thursday","GARLAND ISD","057909",53030,3287,93.8,6.2,"Dallas","Major Suburban","Suburb-Large","Metro",98349,0.64779565270785,853977,0.684887899567066,0,76,64
"410",2020-10-16,"Friday","GARLAND ISD","057909",53051,3766,92.9,7.1,"Dallas","Major Suburban","Suburb-Large","Metro",98879,0.538897192650656,859567,0.654584374052236,0,72,54
"411",2020-10-19,"Monday","GARLAND ISD","057909",53058,3661,93.1,6.9,"Dallas","Major Suburban","Suburb-Large","Metro",100554,1.69398962368148,874080,1.68840823344778,0,67,56
"412",2020-10-20,"Tuesday","GARLAND ISD","057909",53019,3446,93.5,6.5,"Dallas","Major Suburban","Suburb-Large","Metro",101085,0.528074467450335,879949,0.671448837634991,0,87,64
"413",2020-10-21,"Wednesday","GARLAND ISD","057909",53022,3393,93.6,6.4,"Dallas","Major Suburban","Suburb-Large","Metro",101733,0.641044665380619,886421,0.735497170858768,0,85,69
"414",2020-10-22,"Thursday","GARLAND ISD","057909",53047,3235,93.9,6.1,"Dallas","Major Suburban","Suburb-Large","Metro",102224,0.482635919514807,891714,0.597120329956091,0,86,68
"415",2020-10-23,"Friday","GARLAND ISD","057909",53047,3925,92.6,7.4,"Dallas","Major Suburban","Suburb-Large","Metro",102867,0.629010799812169,899390,0.860814117530961,0.6,74,50
"416",2020-10-26,"Monday","GARLAND ISD","057909",53068,3608,93.2,6.8,"Dallas","Major Suburban","Suburb-Large","Metro",105037,2.10952005988314,917240,1.9846785043196,0.2,55,39
"417",2020-10-27,"Tuesday","GARLAND ISD","057909",53080,3397,93.6,6.4,"Dallas","Major Suburban","Suburb-Large","Metro",105680,0.61216523701173,924475,0.788779381623139,0.08,42,38
"418",2020-10-28,"Wednesday","GARLAND ISD","057909",53075,3396,93.6,6.4,"Dallas","Major Suburban","Suburb-Large","Metro",106353,0.636828160484471,932245,0.840477027502096,0.4,46,38
"419",2020-10-29,"Thursday","GARLAND ISD","057909",53089,3397,93.6,6.4,"Dallas","Major Suburban","Suburb-Large","Metro",107086,0.689214220567358,939355,0.762675047868311,0,61,39
"420",2020-10-30,"Friday","GARLAND ISD","057909",53111,2655,95,5,"Dallas","Major Suburban","Suburb-Large","Metro",107167,0.0756401397008055,946023,0.709848779215516,0,67,39
"421",2020-11-02,"Monday","GARLAND ISD","057909",53116,2602,95.1,4.9,"Dallas","Major Suburban","Suburb-Large","Metro",111222,3.78381404723469,965780,2.08842702555858,0,71,39
"422",2020-11-04,"Wednesday","GARLAND ISD","057909",53111,2336,95.6,4.4,"Dallas","Major Suburban","Suburb-Large","Metro",112972,1.57342971714229,984919,1.98171426204725,0,75,48
"423",2020-11-05,"Thursday","GARLAND ISD","057909",53112,2283,95.7,4.3,"Dallas","Major Suburban","Suburb-Large","Metro",113126,0.136316963495386,993894,0.911242447348459,0,77,57
"424",2020-11-06,"Friday","GARLAND ISD","057909",53112,2602,95.1,4.9,"Dallas","Major Suburban","Suburb-Large","Metro",115389,2.00042430564149,1003908,1.00755211320323,0,76,58
"425",2020-11-09,"Monday","GARLAND ISD","057909",53136,2391,95.5,4.5,"Dallas","Major Suburban","Suburb-Large","Metro",118838,2.98901975058281,1026570,2.25737816612677,0,83,63
"426",2020-11-10,"Tuesday","GARLAND ISD","057909",53160,2232,95.8,4.2,"Dallas","Major Suburban","Suburb-Large","Metro",120359,1.27989363671552,1038214,1.13426264161236,0,78,51
"427",2020-11-11,"Wednesday","GARLAND ISD","057909",53164,2498,95.3,4.7,"Dallas","Major Suburban","Suburb-Large","Metro",121784,1.18395799233959,1051071,1.23837667378788,0,76,45
"428",2020-11-12,"Thursday","GARLAND ISD","057909",53154,2285,95.7,4.3,"Dallas","Major Suburban","Suburb-Large","Metro",122743,0.787459764829523,1060798,0.925437006634189,0,81,49
"429",2020-09-08,"Tuesday","DALLAS ISD","057905",125031,11135,91.09,8.91,"Dallas","Major Urban","City-Large","Metro",81763,NA,670427,NA,0,91,75
"430",2020-09-09,"Wednesday","DALLAS ISD","057905",126715,7371,94.18,5.82,"Dallas","Major Urban","City-Large","Metro",82199,0.533248535401087,675149,0.704327242190428,1.33,85,58
"431",2020-09-10,"Thursday","DALLAS ISD","057905",125306,6397,94.89,5.11,"Dallas","Major Urban","City-Large","Metro",82472,0.332120828720539,677888,0.405688225858292,0.49,69,56
"432",2020-09-11,"Friday","DALLAS ISD","057905",126417,6479,94.87,5.13,"Dallas","Major Urban","City-Large","Metro",82853,0.461974973324275,683295,0.79762438632931,0,80,64
"433",2020-09-14,"Monday","DALLAS ISD","057905",131257,8218,93.74,6.26,"Dallas","Major Urban","City-Large","Metro",83887,1.24799343415447,694547,1.64672652368303,0,89,70
"434",2020-09-15,"Tuesday","DALLAS ISD","057905",132767,7935,94.02,5.98,"Dallas","Major Urban","City-Large","Metro",84121,0.278946678269576,701509,1.00237996852626,0,90,75
"435",2020-09-16,"Wednesday","DALLAS ISD","057905",128594,7391,94.25,5.75,"Dallas","Major Urban","City-Large","Metro",84453,0.394669583100526,706034,0.645038053681413,0,87,71
"436",2020-09-17,"Thursday","DALLAS ISD","057905",134433,8021,94.03,5.97,"Dallas","Major Urban","City-Large","Metro",84927,0.561258925082586,710423,0.62164145069501,0.24,89,71
"437",2020-09-18,"Friday","DALLAS ISD","057905",132642,9168,93.09,6.91,"Dallas","Major Urban","City-Large","Metro",85445,0.609935591743493,713652,0.45451794212743,0,86,65
"438",2020-09-21,"Monday","DALLAS ISD","057905",138387,10231,92.61,7.39,"Dallas","Major Urban","City-Large","Metro",86855,1.6501843291006,744736,4.35562430988774,0.18,74,66
"439",2020-09-22,"Tuesday","DALLAS ISD","057905",137037,10422,92.39,7.61,"Dallas","Major Urban","City-Large","Metro",87016,0.185366415289856,749069,0.581816912301814,0.37,71,66
"440",2020-09-23,"Wednesday","DALLAS ISD","057905",130502,9263,92.9,7.1,"Dallas","Major Urban","City-Large","Metro",87440,0.487266709570644,753551,0.59834274279138,0.01,73,64
"441",2020-09-24,"Thursday","DALLAS ISD","057905",135862,10751,92.09,7.91,"Dallas","Major Urban","City-Large","Metro",88175,0.840576395242443,758379,0.640699833189795,0,77,61
"442",2020-09-25,"Friday","DALLAS ISD","057905",135738,11270,91.7,8.3,"Dallas","Major Urban","City-Large","Metro",88210,0.0396937907570116,761644,0.430523524517423,0,83,60
"443",2020-09-28,"Monday","DALLAS ISD","057905",139621,11992,91.41,8.59,"Dallas","Major Urban","City-Large","Metro",90366,2.44416732796735,773679,1.58013455105011,0,79,58
"444",2020-09-29,"Tuesday","DALLAS ISD","057905",142665,11147,92.19,7.81,"Dallas","Major Urban","City-Large","Metro",91200,0.922913485160337,780543,0.887189648420073,0,82,55
"445",2020-09-30,"Wednesday","DALLAS ISD","057905",138006,10836,92.15,7.85,"Dallas","Major Urban","City-Large","Metro",91520,0.350877192982457,784027,0.446355934266274,0,91,63
"446",2020-10-01,"Thursday","DALLAS ISD","057905",142190,11882,91.64,8.36,"Dallas","Major Urban","City-Large","Metro",91554,0.03715034965035,788066,0.515160829920402,0,82,58
"447",2020-10-02,"Friday","DALLAS ISD","057905",138864,13360,90.38,9.62,"Dallas","Major Urban","City-Large","Metro",91581,0.0294907923192866,793962,0.74816068704906,0,77,54
"448",2020-10-05,"Monday","DALLAS ISD","057905",141016,10816,92.33,7.67,"Dallas","Major Urban","City-Large","Metro",93756,2.3749467684345,806535,1.58357704776804,0,79,53
"449",2020-10-06,"Tuesday","DALLAS ISD","057905",142139,10528,92.59,7.41,"Dallas","Major Urban","City-Large","Metro",94016,0.277315585135884,811191,0.577284308802462,0,87,57
"450",2020-10-07,"Wednesday","DALLAS ISD","057905",141862,9887,93.03,6.97,"Dallas","Major Urban","City-Large","Metro",94404,0.412695711368283,817166,0.736571288389531,0,87,62
"451",2020-10-08,"Thursday","DALLAS ISD","057905",142795,10880,92.38,7.62,"Dallas","Major Urban","City-Large","Metro",94687,0.299775433244354,821732,0.558760398743963,0,87,59
"452",2020-10-09,"Friday","DALLAS ISD","057905",144255,11772,91.84,8.16,"Dallas","Major Urban","City-Large","Metro",95151,0.490035590947024,826241,0.54871904708591,0,85,69
"453",2020-10-12,"Monday","DALLAS ISD","057905",144102,13965,90.31,9.69,"Dallas","Major Urban","City-Large","Metro",96495,1.4124917236813,836807,1.27880364203665,0,82,55
"454",2020-10-13,"Tuesday","DALLAS ISD","057905",144305,11554,91.99,8.01,"Dallas","Major Urban","City-Large","Metro",97162,0.691227524742222,842316,0.658335793080123,0,83,50
"455",2020-10-14,"Wednesday","DALLAS ISD","057905",142700,10079,92.94,7.06,"Dallas","Major Urban","City-Large","Metro",97716,0.57018175830057,848168,0.694751138527594,0,92,58
"456",2020-10-15,"Thursday","DALLAS ISD","057905",144306,11333,92.15,7.85,"Dallas","Major Urban","City-Large","Metro",98349,0.64779565270785,853977,0.684887899567066,0,76,64
"457",2020-10-16,"Friday","DALLAS ISD","057905",144345,12535,91.32,8.68,"Dallas","Major Urban","City-Large","Metro",98879,0.538897192650656,859567,0.654584374052236,0,72,54
"458",2020-10-19,"Monday","DALLAS ISD","057905",145315,12990,91.06,8.94,"Dallas","Major Urban","City-Large","Metro",100554,1.69398962368148,874080,1.68840823344778,0,67,56
"459",2020-10-20,"Tuesday","DALLAS ISD","057905",143624,10814,92.47,7.53,"Dallas","Major Urban","City-Large","Metro",101085,0.528074467450335,879949,0.671448837634991,0,87,64
"460",2020-10-21,"Wednesday","DALLAS ISD","057905",145658,11957,91.79,8.21,"Dallas","Major Urban","City-Large","Metro",101733,0.641044665380619,886421,0.735497170858768,0,85,69
"461",2020-10-22,"Thursday","DALLAS ISD","057905",144524,12735,91.19,8.81,"Dallas","Major Urban","City-Large","Metro",102224,0.482635919514807,891714,0.597120329956091,0,86,68
"462",2020-10-23,"Friday","DALLAS ISD","057905",145473,13392,90.79,9.21,"Dallas","Major Urban","City-Large","Metro",102867,0.629010799812169,899390,0.860814117530961,0.6,74,50
"463",2020-10-26,"Monday","DALLAS ISD","057905",146016,13970,90.43,9.57,"Dallas","Major Urban","City-Large","Metro",105037,2.10952005988314,917240,1.9846785043196,0.2,55,39
"464",2020-10-27,"Tuesday","DALLAS ISD","057905",146129,13019,91.09,8.91,"Dallas","Major Urban","City-Large","Metro",105680,0.61216523701173,924475,0.788779381623139,0.08,42,38
"465",2020-10-28,"Wednesday","DALLAS ISD","057905",143267,12122,91.54,8.46,"Dallas","Major Urban","City-Large","Metro",106353,0.636828160484471,932245,0.840477027502096,0.4,46,38
"466",2020-10-29,"Thursday","DALLAS ISD","057905",146298,12593,91.39,8.61,"Dallas","Major Urban","City-Large","Metro",107086,0.689214220567358,939355,0.762675047868311,0,61,39
"467",2020-10-30,"Friday","DALLAS ISD","057905",145135,13917,90.41,9.59,"Dallas","Major Urban","City-Large","Metro",107167,0.0756401397008055,946023,0.709848779215516,0,67,39
"468",2020-11-02,"Monday","DALLAS ISD","057905",145298,13055,91.02,8.98,"Dallas","Major Urban","City-Large","Metro",111222,3.78381404723469,965780,2.08842702555858,0,71,39
"469",2020-11-03,"Tuesday","DALLAS ISD","057905",504,3,99.4,0.6,"Dallas","Major Urban","City-Large","Metro",111993,0.693208178238125,974292,0.881360144132204,0,78,47
"470",2020-11-04,"Wednesday","DALLAS ISD","057905",145629,13119,90.99,9.01,"Dallas","Major Urban","City-Large","Metro",112972,0.874161777968263,984919,1.09074076354934,0,75,48
